Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
NIFTY-III.NFO,03/01/2022,09:16:06,17545,17546.4,50,17549,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:08,17545,17546.45,50,17549,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:09,17545,17547.75,50,17549,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:10,17545,17548.2,50,17549,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:11,17545,17548.95,50,17550,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:12,17545,17549.4,50,17550,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:13,17545,17549.2,100,17550,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:14,17545,17549.25,50,17550,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:15,17545,17549.65,50,17550,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:16,17550,17550.65,100,17555,50,50,63200
NIFTY-III.NFO,03/01/2022,09:16:16,17550,17550.65,100,17555,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:17,17550,17551.5,100,17555,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:18,17550,17552.25,100,17555,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:19,17550,17552.35,100,17555,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:20,17550,17552.7,50,17555,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:21,17550,17553.15,100,17555,50,600,63200
NIFTY-III.NFO,03/01/2022,09:16:21,17553.1,17553.15,100,17555,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:22,17550,17554.5,150,17555,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:23,17555,17555.6,100,17558,50,100,63200
NIFTY-III.NFO,03/01/2022,09:16:23,17555,17555.6,100,17558,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:24,17555,17556.1,100,17558,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:26,17555,17557.15,100,17558,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:27,17555,17556.55,100,17558,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:28,17555,17556.7,100,17558,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:29,17556.65,17557,100,17558,50,50,63200
NIFTY-III.NFO,03/01/2022,09:16:29,17556.65,17557,100,17558,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:30,17558.25,17558.5,100,17562.6,200,100,63200
NIFTY-III.NFO,03/01/2022,09:16:30,17558.25,17558.5,100,17562.6,200,0,63200
NIFTY-III.NFO,03/01/2022,09:16:31,17558.25,17558.5,100,17562.25,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:32,17558.25,17559.4,100,17562.25,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:33,17558.25,17559.75,100,17562.25,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:34,17558.25,17560.45,100,17562.25,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:35,17560.85,17560.85,50,17562.25,50,50,63200
NIFTY-III.NFO,03/01/2022,09:16:35,17560.85,17560.85,50,17562.25,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:36,17560.85,17560.6,100,17564.8,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:37,17560.85,17560.6,100,17564.3,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:38,17560.85,17561.7,100,17565.6,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:39,17560.85,17561.9,50,17565.6,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:40,17560.85,17562.5,100,17565.9,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:41,17561.9,17562.95,100,17565.95,50,250,63200
NIFTY-III.NFO,03/01/2022,09:16:41,17562.95,17562.95,100,17565.95,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:42,17561.9,17563.2,100,17565.9,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:43,17561.9,17563.25,100,17565.95,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:44,17564.05,17564.3,100,17565.95,50,100,63200
NIFTY-III.NFO,03/01/2022,09:16:44,17564.05,17564.3,100,17565.95,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:45,17564.05,17565.85,100,17565.95,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:46,17565.95,17565.6,50,17570.05,200,50,63200
NIFTY-III.NFO,03/01/2022,09:16:46,17565.95,17565.6,50,17570.05,200,0,63200
NIFTY-III.NFO,03/01/2022,09:16:47,17565.6,17565.3,100,17568.45,50,50,63200
NIFTY-III.NFO,03/01/2022,09:16:48,17565.6,17565.3,100,17569.15,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:50,17569.15,17564.7,50,17568.95,200,50,63200
NIFTY-III.NFO,03/01/2022,09:16:50,17569.15,17564.7,50,17568.95,200,0,63200
NIFTY-III.NFO,03/01/2022,09:16:51,17569.15,17565,100,17568.65,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:52,17565.95,17565,100,17565.95,50,50,63200
NIFTY-III.NFO,03/01/2022,09:16:53,17565.95,17565,100,17568.55,50,50,63200
NIFTY-III.NFO,03/01/2022,09:16:54,17565.95,17565.2,100,17569.25,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:55,17565.95,17565.2,100,17569.6,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:56,17565.95,17565.2,100,17569.25,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:57,17565.95,17565,200,17568,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:58,17565.95,17565,200,17568.05,50,0,63200
NIFTY-III.NFO,03/01/2022,09:16:59,17565,17565,100,17567.75,50,100,63200
NIFTY-III.NFO,03/01/2022,09:17:00,17565,17565,100,17567.05,50,0,63200
NIFTY-III.NFO,03/01/2022,09:17:01,17565,17561.95,50,17566.25,100,100,63200
NIFTY-III.NFO,03/01/2022,09:17:02,17565,17561.8,100,17567.1,200,0,63200
NIFTY-III.NFO,03/01/2022,09:17:03,17565,17562.2,50,17566.45,50,0,63200
NIFTY-III.NFO,03/01/2022,09:17:04,17565,17561.8,100,17567.55,200,0,63200
NIFTY-III.NFO,03/01/2022,09:17:05,17565,17561.8,50,17565.45,200,0,63200
NIFTY-III.NFO,03/01/2022,09:17:06,17565,17561.95,50,17565.35,200,0,63200
NIFTY-III.NFO,03/01/2022,09:17:07,17565,17563.05,50,17566.25,200,0,63200
NIFTY-III.NFO,03/01/2022,09:17:08,17562.85,17562.65,100,17566.35,200,50,63200
NIFTY-III.NFO,03/01/2022,09:17:09,17562.85,17564.55,100,17568.2,50,0,63200
NIFTY-III.NFO,03/01/2022,09:17:10,17565,17564.5,50,17568.05,200,100,63200
NIFTY-III.NFO,03/01/2022,09:17:11,17565,17564.15,100,17568,50,100,63200
NIFTY-III.NFO,03/01/2022,09:17:12,17565,17564.15,100,17568.95,200,0,63200
NIFTY-III.NFO,03/01/2022,09:17:13,17565,17564.15,100,17565,50,0,63200
NIFTY-III.NFO,03/01/2022,09:17:14,17565,17565.1,50,17569,50,50,63200
NIFTY-III.NFO,03/01/2022,09:17:15,17565,17567.35,50,17569,50,0,63200
NIFTY-III.NFO,03/01/2022,09:17:16,17567.4,17567.3,50,17569,50,50,63200
NIFTY-III.NFO,03/01/2022,09:17:17,17567.4,17568.1,100,17569,50,0,62900
NIFTY-III.NFO,03/01/2022,09:17:18,17567.4,17568.55,50,17569,50,0,62900
NIFTY-III.NFO,03/01/2022,09:17:19,17570,17568.65,50,17575.85,200,150,62900
NIFTY-III.NFO,03/01/2022,09:17:19,17570,17568.65,50,17575.85,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:20,17570,17568.65,50,17575.75,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:21,17570,17568.65,50,17575.1,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:24,17570,17568.65,50,17575.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:25,17570,17569.95,50,17578.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:26,17570,17569.95,50,17578.05,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:27,17570,17570.6,250,17577.1,50,0,62900
NIFTY-III.NFO,03/01/2022,09:17:28,17570,17570.75,250,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:17:29,17570,17570.85,250,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:17:30,17570,17571.8,100,17579.7,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:31,17570,17571.65,50,17578.8,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:32,17570,17571.65,50,17578.7,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:33,17570,17571.65,50,17577.9,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:34,17570,17570,100,17573.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:35,17570,17570,100,17575.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:37,17570,17570,50,17575.55,200,50,62900
NIFTY-III.NFO,03/01/2022,09:17:37,17570,17570,50,17575.55,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:38,17570,17570,50,17573.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:39,17570,17570,50,17571.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:40,17570,17570,50,17573.5,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:41,17570,17570,50,17570.75,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:42,17570,17565.35,50,17569.05,200,50,62900
NIFTY-III.NFO,03/01/2022,09:17:44,17568.95,17564.15,50,17568.1,200,50,62900
NIFTY-III.NFO,03/01/2022,09:17:44,17568.95,17564.2,50,17567.75,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:45,17568.95,17563.6,50,17566.65,100,0,62900
NIFTY-III.NFO,03/01/2022,09:17:46,17568.95,17563.6,50,17567.15,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:47,17563.6,17564.15,250,17570.85,100,50,62900
NIFTY-III.NFO,03/01/2022,09:17:48,17563.6,17564.6,250,17571.3,100,0,62900
NIFTY-III.NFO,03/01/2022,09:17:49,17563.6,17565.4,50,17571.7,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:51,17565.4,17566.55,250,17573.15,100,50,62900
NIFTY-III.NFO,03/01/2022,09:17:51,17565.4,17566.45,50,17573.1,100,0,62900
NIFTY-III.NFO,03/01/2022,09:17:52,17565.4,17567.85,250,17574.6,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:53,17565.4,17568.3,250,17575.65,300,0,62900
NIFTY-III.NFO,03/01/2022,09:17:54,17567.85,17568.75,150,17575.75,200,150,62900
NIFTY-III.NFO,03/01/2022,09:17:55,17567.85,17569.55,150,17575.75,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:56,17567.85,17570,150,17577.05,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:57,17567.85,17569.65,150,17576.85,200,0,62900
NIFTY-III.NFO,03/01/2022,09:17:59,17567.85,17567.65,100,17574.65,200,50,62900
NIFTY-III.NFO,03/01/2022,09:17:59,17567.85,17567.25,100,17574.6,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:00,17567.85,17569.2,100,17574.8,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:01,17567.85,17570.85,100,17576.75,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:02,17570.05,17570.1,100,17576.7,200,200,62900
NIFTY-III.NFO,03/01/2022,09:18:02,17570.8,17570.1,100,17576.7,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:03,17569.25,17569.25,50,17576.7,200,150,62900
NIFTY-III.NFO,03/01/2022,09:18:04,17569.25,17567.85,50,17575.05,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:06,17569.25,17568.3,50,17575.4,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:06,17569.25,17568.3,50,17575.25,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:07,17569.25,17569.65,50,17577.1,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:08,17569.25,17571.2,50,17577.4,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:09,17569.25,17569.6,150,17577.5,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:10,17569.25,17572.65,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:12,17569.25,17572.6,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:12,17569.25,17571.75,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:13,17569.25,17570.7,150,17576.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:14,17569.25,17571.8,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:15,17569.25,17572.4,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:16,17569.25,17572.1,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:18,17569.25,17571,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:19,17569.25,17572.1,100,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:20,17569.25,17571.1,50,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:21,17569.25,17569.95,100,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:22,17569.25,17569.8,150,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:23,17569.25,17570.1,50,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:24,17569.25,17570.8,150,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:25,17569.25,17572.95,100,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:26,17569.25,17572.9,150,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:27,17569.25,17571.9,100,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:28,17569.25,17573.25,100,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:29,17569.25,17571.45,150,17575,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:30,17575,17572.8,100,17577,50,300,62900
NIFTY-III.NFO,03/01/2022,09:18:30,17575,17572.8,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:31,17575,17572.6,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:32,17575,17572.9,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:33,17575,17572.6,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:34,17575,17573,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:35,17575,17573.2,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:35,17575,17573.7,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:36,17575,17572.95,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:37,17569.25,17571.55,100,17577,50,300,62900
NIFTY-III.NFO,03/01/2022,09:18:38,17569.25,17571.6,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:39,17569.25,17571.65,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:40,17569.25,17571.7,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:41,17569.25,17571.95,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:42,17569.25,17571.6,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:43,17571.6,17571.65,100,17577,50,50,62900
NIFTY-III.NFO,03/01/2022,09:18:44,17571.6,17572.15,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:45,17571.6,17572.25,100,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:46,17571.6,17575,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:52,17574.25,17574.3,50,17577,50,100,62900
NIFTY-III.NFO,03/01/2022,09:18:53,17574.25,17575.45,50,17577,50,0,62900
NIFTY-III.NFO,03/01/2022,09:18:54,17577,17576.1,50,17581.95,200,50,62900
NIFTY-III.NFO,03/01/2022,09:18:54,17577,17576.1,50,17581.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:55,17577,17576.65,50,17581.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:56,17577,17577.3,50,17581.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:58,17577,17575.45,50,17581.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:18:59,17577,17578.1,50,17581.85,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:00,17577,17578.55,100,17581.9,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:01,17577,17578.95,50,17581.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:02,17577,17578.45,50,17581.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:03,17577,17576.65,50,17581.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:04,17577,17577.85,50,17581.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:05,17577,17578.6,50,17581.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:06,17581.95,17579.25,50,17582,100,50,62900
NIFTY-III.NFO,03/01/2022,09:19:06,17581.95,17579.25,50,17582,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:07,17581.95,17579.5,50,17582,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:08,17581.95,17579.65,50,17582,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:09,17581.95,17579.55,100,17582,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:10,17581.95,17579.6,50,17582,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:12,17580.25,17580.25,50,17584.45,200,50,62900
NIFTY-III.NFO,03/01/2022,09:19:13,17580.25,17579.85,50,17584.45,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:14,17580.25,17580.9,50,17585,50,0,62900
NIFTY-III.NFO,03/01/2022,09:19:15,17580.25,17581.4,50,17585,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:16,17580.25,17581.35,100,17585,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:17,17580.25,17581.65,100,17585,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:18,17585,17582.85,50,17587.4,200,100,62900
NIFTY-III.NFO,03/01/2022,09:19:18,17585,17582.85,50,17587.4,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:19,17585,17583.5,50,17587.4,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:20,17585,17583.55,50,17587.4,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:21,17585,17583.6,50,17587.4,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:22,17585,17583.85,50,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:23,17585,17584.15,50,17588.7,50,0,62900
NIFTY-III.NFO,03/01/2022,09:19:24,17585,17583.75,50,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:25,17585,17583.5,50,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:26,17585,17583.55,50,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:27,17585,17583.7,50,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:28,17585,17584.2,50,17588.55,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:29,17585,17583.9,50,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:30,17585,17583.75,50,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:31,17585,17583,50,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:32,17585,17585,50,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:36,17585,17585,50,17587.45,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:37,17585,17583.5,50,17587.45,200,100,62900
NIFTY-III.NFO,03/01/2022,09:19:38,17585,17583.65,50,17585,50,0,62900
NIFTY-III.NFO,03/01/2022,09:19:40,17585,17587.45,1450,17587.5,100,50,62900
NIFTY-III.NFO,03/01/2022,09:19:41,17585,17587.45,1450,17587.5,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:46,17587.45,17587.45,1400,17588.7,50,50,62900
NIFTY-III.NFO,03/01/2022,09:19:46,17587.45,17587.45,1400,17588.7,50,0,62900
NIFTY-III.NFO,03/01/2022,09:19:47,17587.45,17587.45,1400,17588.7,50,0,62900
NIFTY-III.NFO,03/01/2022,09:19:49,17587.45,17587.45,200,17588.65,200,0,62900
NIFTY-III.NFO,03/01/2022,09:19:50,17587.45,17587.45,200,17588.7,50,0,62900
NIFTY-III.NFO,03/01/2022,09:19:52,17587.45,17587.45,200,17588.45,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:53,17587.45,17585.2,50,17588.45,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:54,17587.45,17585.4,50,17588.45,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:55,17587.45,17587,50,17588.45,100,0,62900
NIFTY-III.NFO,03/01/2022,09:19:56,17588.05,17588.25,100,17588.7,50,100,62900
NIFTY-III.NFO,03/01/2022,09:19:56,17588.05,17588.25,100,17588.7,50,0,62900
NIFTY-III.NFO,03/01/2022,09:19:57,17588.7,17588.9,100,17590,150,50,62900
NIFTY-III.NFO,03/01/2022,09:19:57,17588.7,17588.9,100,17590,150,0,62900
NIFTY-III.NFO,03/01/2022,09:19:58,17588.7,17588.95,100,17590,150,0,62900
NIFTY-III.NFO,03/01/2022,09:19:59,17588.7,17585,200,17589.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:20:00,17590,17586.65,50,17594.95,200,150,62900
NIFTY-III.NFO,03/01/2022,09:20:00,17590,17586.65,50,17594.95,200,0,62900
NIFTY-III.NFO,03/01/2022,09:20:01,17590,17588.9,100,17597.15,200,0,62900
NIFTY-III.NFO,03/01/2022,09:20:02,17590,17588.6,100,17597.3,200,0,62900
NIFTY-III.NFO,03/01/2022,09:20:03,17590,17587.85,100,17596.25,200,0,62900
NIFTY-III.NFO,03/01/2022,09:20:04,17590,17589.45,100,17597.45,200,0,62900
NIFTY-III.NFO,03/01/2022,09:20:05,17590,17589.9,50,17597.45,200,0,62900
NIFTY-III.NFO,03/01/2022,09:20:06,17590,17589.6,50,17597.45,200,0,62900
